Haworth,2.4314361795366587e-06
Shoemaker,1.6978420048726807e-06
Faustini,6.2161999379547535e-06
Amundsen,1.0345347027732136e-05
Cabeus,1.0415680148695493e-05
Cabeus B,1.474661481662255e-05
de Gerlache,1.8351603725520864e-06
Idel'son L,1.1183683749425573e-05
Sverdrup,2.1138131396110177e-06
Shackleton,5.508568156485408e-07
Wiechert J,8.668673584345316e-06
Slater,2.5907323520681363e-06
