,label,time,depth,ice_pct,ice,ejecta
0,Ice,4180000000.0,48.5814486,100.0,48.5814486,0.0
1,Shoemaker,4160000000.0,75.34973719999999,27.791938749136264,5.8215145999999995,20.946773999999998
2,Ice,4000000000.0,118.38303099000004,100.0,43.03329378999999,0.0
3,Cabeus,3980000000.0,184.74377499000002,1.562639080791898,1.021024,65.33972
4,Amundsen,3960000000.0,195.14226239000004,8.585647901590384,0.8221874,9.5763
5,Ice,3910000000.0,198.79189699000005,100.0,3.6496345999999997,0.0
6,"Sverdrup,Nobile",3890000000.0,211.10353500100004,0.07984195991876321,0.009822011,12.301816
7,Schrodinger,3850000000.0,242.85663626100003,0.707437153754866,0.22305526,31.530046000000002
8,Scott,3840000000.0,252.19670101560004,0.07405594443806932,0.006911754599999999,9.333153
