coldtrap,bhop_efficiency_pct
Haworth,0.024314361795366585
Shoemaker,0.01697842004872681
Faustini,0.062161999379547535
Amundsen,0.062161999379547535
Cabeus,0.062161999379547535
Cabeus B,0.062161999379547535
de Gerlache,0.018351603725520863
Idel'son L,0.062161999379547535
Sverdrup,0.021138131396110177
Shackleton,0.005508568156485407
Wiechert J,0.062161999379547535
Slater,0.018822718390119283
